,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
45,879986,0.8200000000000001,False,De Pijp - Rivierenbuurt,52.3418,4.91066,Private room,3,1,2,7,109.0,5,1125,True,3,4,4.71,True,36.33,545.0,0.05,0.12,0.19,4.99,0.6465753424657534,535.9589041095891
46,890355,1.0,False,Westerpark,52.38875,4.87835,Entire home/apt,2,1,1,10,144.0,5,1125,True,0,0,4.7,True,72.0,720.0,0.07,0.12,0.16,4.99,0.0,717.7397260273973
47,916096,0.9299999999999999,False,Centrum-West,52.379,4.87909,Entire home/apt,4,2,2,12,210.0,4,30,True,0,0,4.65,False,52.5,840.0,0.09,0.24,0.26,4.99,0.4410958904109589,1050.0
48,919131,0.52,False,Zuid,52.35864,4.87632,Entire home/apt,6,3,4,13,399.0,4,30,True,0,0,4.96,False,66.5,1596.0,0.15,0.12,0.21,4.99,0.005479452054794521,1999.109589041096
49,978852,0.6,False,De Baarsjes - Oud-West,52.37225,4.86262,Private room,2,1,1,2,32.0,28,1124,True,0,0,3.6799999999999997,True,16.0,896.0,0.1,0.09,0.13,0.99,0.0,155.35616438356163
50,982907,0.64,False,Oostelijk Havengebied - Indische Buurt,52.37,4.95127,Entire home/apt,4,2,2,5,145.0,5,1125,True,2,0,4.78,False,36.25,725.0,0.09,0.18,0.15,4.99,0.021917808219178082,811.3013698630137
51,985155,0.33,False,Centrum-Oost,52.37042,4.91535,Entire home/apt,3,2,2,6,150.0,6,35,True,0,0,4.67,False,50.0,900.0,0.09,0.16,0.19,4.99,0.0,750.0
52,989222,0.28,False,De Pijp - Rivierenbuurt,52.35082,4.8877,Entire home/apt,2,1,1,11,190.0,6,21,True,0,2,4.72,False,95.0,1140.0,0.07,0.11,0.2,4.99,0.1506849315068493,950.0
53,1020477,0.64,False,Centrum-West,52.37811,4.89196,Entire home/apt,2,1,1,13,307.0,5,8,True,4,0,4.91,False,153.5,1535.0,0.13,0.24,0.16,4.99,0.03287671232876712,1723.2876712328766
54,1021538,0.5,False,Slotervaart,52.35166,4.83893,Entire home/apt,5,3,3,9,249.0,7,20,True,0,0,5.0,False,49.8,1743.0,0.1,0.24,0.19,4.99,0.12054794520547946,1245.0
55,1041309,0.72,False,Zuid,52.3543,4.88103,Entire home/apt,2,1,2,5,143.0,4,45,True,1,0,4.94,False,71.5,572.0,0.06,0.12,0.15,4.99,0.00821917808219178,753.013698630137
56,1055703,1.0,True,De Baarsjes - Oud-West,52.36051,4.86451,Entire home/apt,6,3,3,12,291.0,7,180,True,5,3,4.97,False,48.5,2037.0,0.09,0.27,0.21,4.99,0.6767123287671233,1456.5753424657535
57,1058082,0.86,False,De Baarsjes - Oud-West,52.36324,4.8679,Entire home/apt,2,1,1,14,392.0,5,30,True,0,1,4.88,False,196.0,1960.0,0.09,0.18,0.24,4.99,0.4849315068493151,1957.4931506849316
58,1064108,0.17,True,Centrum-West,52.38302,4.8869,Entire home/apt,2,1,1,6,99.0,7,180,True,1,0,4.75,False,49.5,693.0,0.06,0.09,0.15,4.99,0.4794520547945205,495.0
59,1068565,0.54,False,IJburg - Zeeburgereiland,52.36064,4.97643,Entire home/apt,4,2,1,1,135.0,5,30,True,0,0,4.79,False,33.75,675.0,0.08,0.13,0.2,4.99,0.4328767123287671,675.0
60,1072171,0.0,False,Bos en Lommer,52.37729,4.86053,Entire home/apt,4,2,2,10,107.0,7,365,True,0,0,4.33,False,26.75,749.0,0.07,0.14,0.17,4.99,0.4246575342465753,535.6164383561644
61,1104125,1.0,False,De Baarsjes - Oud-West,52.36603,4.86833,Entire home/apt,2,1,1,11,125.0,7,21,True,5,3,4.86,False,62.5,875.0,0.06,0.21,0.2,4.99,0.0136986301369863,625.0
62,1105924,0.5,False,Watergraafsmeer,52.35339,4.94237,Entire home/apt,4,2,3,13,250.0,4,1125,True,1,0,4.4,False,62.5,1000.0,0.09,0.24,0.26,4.99,0.019178082191780823,1250.0
63,1155251,0.13,True,Centrum-West,52.38295,4.88854,Entire home/apt,2,1,1,11,135.0,7,180,True,3,1,4.83,False,67.5,945.0,0.09,0.18,0.14,4.99,0.5013698630136987,520.4794520547945
64,1155386,0.0,False,De Pijp - Rivierenbuurt,52.34227,4.91217,Entire home/apt,2,1,2,7,99.0,6,14,True,0,0,4.72,False,49.5,594.0,0.05,0.12,0.16,4.99,0.4383561643835616,499.3150684931507
65,1162769,0.41000000000000003,False,Oud-Oost,52.35823,4.92035,Entire home/apt,4,2,4,15,295.0,4,1125,True,0,0,4.82,False,73.75,1180.0,0.09,0.11,0.26,4.99,0.4438356164383562,1475.0
66,1174506,0.08000000000000002,False,De Pijp - Rivierenbuurt,52.35043,4.90079,Entire home/apt,2,1,1,9,120.0,4,30,True,0,0,4.95,False,60.0,480.0,0.06,0.12,0.17,4.99,0.0,600.0
67,1182421,0.56,False,Oud-Noord,52.39259,4.91565,Entire home/apt,4,2,3,2,90.0,4,1125,True,0,0,4.5,False,22.5,360.0,0.06,0.1,0.16,4.99,0.030136986301369864,551.1095890410959
68,1195666,0.63,False,De Baarsjes - Oud-West,52.36501,4.87918,Entire home/apt,4,2,4,12,386.0,5,25,True,1,0,4.89,False,96.5,1930.0,0.12,0.18,0.22,4.99,0.3095890410958904,1894.1780821917807
69,1224695,0.4,False,De Baarsjes - Oud-West,52.37006,4.85853,Entire home/apt,2,1,1,7,150.0,8,1123,True,0,0,4.77,False,75.0,1200.0,0.06,0.16,0.24,4.99,0.1643835616438356,789.4931506849315
70,1225622,0.6,False,De Baarsjes - Oud-West,52.35936,4.86001,Entire home/apt,4,2,3,11,160.0,5,30,True,0,0,4.92,False,40.0,800.0,0.09,0.13,0.22,4.99,0.005479452054794521,883.9041095890411
71,1311373,0.25,False,De Baarsjes - Oud-West,52.37108,4.87389,Entire home/apt,4,2,6,2,280.0,4,1125,True,0,0,4.89,True,70.0,1120.0,0.09,0.22,0.2,4.99,0.0136986301369863,1445.2876712328766
72,1315392,0.6599999999999999,True,Centrum-West,52.38123,4.88619,Entire home/apt,2,1,1,4,140.0,7,180,True,2,1,4.75,False,70.0,980.0,0.06,0.16,0.15,4.99,0.5123287671232877,532.5342465753424
73,1316990,0.53,True,Centrum-West,52.38145,4.8849,Entire home/apt,4,2,2,8,196.0,7,180,True,2,2,4.82,False,49.0,1372.0,0.06,0.17,0.19,4.99,0.07945205479452055,913.082191780822
74,1320353,0.25,True,Centrum-West,52.3815,4.88538,Entire home/apt,2,1,1,1,110.0,7,180,True,12,0,4.9,False,55.0,770.0,0.07,0.14,0.18,4.99,0.684931506849315,566.986301369863
75,1320438,0.17,True,Centrum-West,52.3814,4.88553,Entire home/apt,2,1,1,11,125.0,7,180,True,4,0,4.88,False,62.5,875.0,0.05,0.15,0.18,4.99,0.6904109589041096,625.0
76,1321735,0.62,True,Centrum-West,52.38295,4.88765,Entire home/apt,3,2,2,6,160.0,7,180,True,10,0,4.62,False,53.33,1120.0,0.07,0.14,0.19,4.99,0.6465753424657534,540.3013698630137
77,1338633,0.38,False,Oud-Noord,52.39319,4.9435,Private room,1,1,1,5,59.0,4,5,True,1,1,4.19,False,59.0,236.0,0.06,0.14,0.16,2.99,0.2876712328767123,295.0
78,1364013,0.27,False,De Baarsjes - Oud-West,52.36055,4.8532,Entire home/apt,4,2,4,5,111.0,4,23,True,14,0,4.7,False,27.75,444.0,0.05,0.16,0.19,4.99,0.4547945205479452,591.986301369863
79,1366058,0.56,False,Oud-Noord,52.38295,4.9152,Entire home/apt,4,2,2,9,159.0,5,29,True,0,0,4.83,False,39.75,795.0,0.08,0.12,0.19,4.99,0.0,792.7397260273973
80,1383369,0.68,False,Westerpark,52.38069,4.86826,Entire home/apt,3,2,1,1,100.0,4,500,True,5,2,4.75,False,33.33,400.0,0.08,0.16,0.17,4.99,0.0136986301369863,510.958904109589
81,1383494,0.29,False,Oostelijk Havengebied - Indische Buurt,52.36482231096632,4.9332502266687,Entire home/apt,2,1,1,8,60.0,30,31,True,0,0,4.71,False,30.0,1800.0,0.05,0.11,0.16,2.99,0.4246575342465753,443.3013698630137
82,1427610,0.67,False,Geuzenveld - Slotermeer,52.38277,4.80351,Entire home/apt,4,2,2,7,100.0,5,1125,True,0,0,5.0,False,25.0,500.0,0.05,0.14,0.15,4.99,0.01643835616438356,622.4794520547945
83,1447217,1.0,True,Bos en Lommer,52.37591,4.8479,Private room,2,1,1,2,51.0,4,100,True,0,4,4.72,True,25.5,204.0,0.06,0.07,0.14,2.99,0.336986301369863,317.1095890410959
84,1533103,0.67,False,Westerpark,52.37943,4.87031,Entire home/apt,2,1,1,11,250.0,10,20,True,10,0,5.0,False,125.0,2500.0,0.03,0.2,0.23,4.99,0.18082191780821918,1234.6575342465753
85,1568669,0.23,False,Watergraafsmeer,52.34336,4.9227,Entire home/apt,4,2,4,1,105.0,4,14,True,0,0,4.74,False,26.25,420.0,0.05,0.13,0.17,4.99,0.4547945205479452,557.917808219178
86,1586071,1.0,False,Bos en Lommer,52.3825,4.85645,Private room,2,1,1,9,45.0,4,30,True,0,0,4.86,True,22.5,180.0,0.1,0.09,0.14,0.99,0.0,358.6986301369863
87,1603630,1.0,True,Centrum-West,52.37886,4.88723,Entire home/apt,2,1,2,15,300.0,4,1125,True,0,0,4.94,False,150.0,1200.0,0.14,0.22,0.25,4.99,0.6328767123287671,1517.123287671233
88,1605387,0.67,False,Oostelijk Havengebied - Indische Buurt,52.36333,4.93846,Entire home/apt,2,1,1,7,50.0,5,15,True,0,0,4.68,False,25.0,250.0,0.06,0.13,0.17,2.99,0.0,368.0
89,1631878,0.04999999999999999,False,Zuid,52.36079,4.88298,Entire home/apt,4,2,3,16,475.0,5,1125,True,0,1,4.09,True,118.75,2375.0,0.07,0.08,0.2,10.99,0.4246575342465753,2375.0
90,1649932,0.72,False,Centrum-Oost,52.36307,4.89709,Entire home/apt,3,2,2,7,125.0,5,30,True,0,0,5.0,False,41.67,625.0,0.07,0.11,0.19,4.99,0.0,625.0
91,1657879,0.0,False,De Baarsjes - Oud-West,52.35811,4.85707,Entire home/apt,3,2,2,9,119.0,6,30,True,0,0,4.92,False,39.67,714.0,0.07,0.13,0.19,4.99,0.0,595.0
92,1662676,0.0,False,Centrum-West,52.37976,4.88293,Entire home/apt,2,1,2,3,100.0,15,30,False,0,0,4.85,False,50.0,1500.0,0.07,0.12,0.14,4.99,0.0,500.0
93,1681041,0.0,False,Zuid,52.35466,4.88464,Entire home/apt,6,3,4,9,200.0,7,300,True,0,0,5.0,False,33.33,1400.0,0.11,0.15,0.22,4.99,0.038356164383561646,1056.7397260273972
94,1713147,0.010000000000000009,False,De Pijp - Rivierenbuurt,52.33917,4.89633,Entire home/apt,6,3,4,10,299.0,4,1125,True,0,0,4.75,False,49.83,1196.0,0.08,0.22,0.26,4.99,0.021917808219178082,1495.0
95,1723463,0.0,False,Watergraafsmeer,52.35317,4.93806,Entire home/apt,4,2,4,15,200.0,5,21,True,0,0,4.91,False,50.0,1000.0,0.07,0.15,0.22,4.99,0.4246575342465753,1000.0
96,1734769,1.0,False,Geuzenveld - Slotermeer,52.37346,4.83449,Entire home/apt,4,2,4,10,245.0,5,30,True,0,0,4.85,False,61.25,1225.0,0.08,0.25,0.21,4.99,0.07945205479452055,1855.13698630137
97,1766570,0.83,False,Centrum-Oost,52.3643,4.88867,Entire home/apt,4,2,2,18,332.0,7,180,True,5,0,4.5,False,83.0,2324.0,0.09,0.25,0.25,4.99,0.1178082191780822,1595.4109589041095
98,1792271,0.52,False,Westerpark,52.39051,4.87076,Entire home/apt,2,1,1,7,150.0,4,4,True,0,1,4.97,False,75.0,600.0,0.07,0.2,0.21,4.99,0.0,750.6849315068494
99,1798945,0.0,False,Centrum-Oost,52.36416,4.89859,Entire home/apt,4,2,1,15,365.0,5,1125,True,0,0,4.81,False,91.25,1825.0,0.1,0.18,0.26,4.99,0.0,1853.9315068493152
100,1812581,0.5,False,De Baarsjes - Oud-West,52.36679,4.86016,Entire home/apt,4,2,3,13,400.0,4,365,True,0,0,4.319999999999999,True,100.0,1600.0,0.05,0.23,0.28,10.99,0.5917808219178082,2000.0
101,1831427,0.5,False,Centrum-Oost,52.3692,4.92534,Entire home/apt,2,1,1,5,120.0,4,21,True,2,0,3.83,False,60.0,480.0,0.08,0.13,0.2,4.99,0.4301369863013699,600.0
102,1838751,0.99,False,Centrum-West,52.37595,4.87697,Entire home/apt,2,1,1,1,100.0,4,10,True,0,0,4.69,True,50.0,400.0,0.05,0.16,0.15,4.99,0.0,500.05479452054794
103,1845443,0.86,False,Westerpark,52.37381,4.87296,Entire home/apt,2,1,1,5,122.0,25,365,True,2,0,4.95,False,61.0,3050.0,0.04,0.13,0.19,4.99,0.005479452054794521,609.2465753424658
104,1927634,0.81,False,Oostelijk Havengebied - Indische Buurt,52.36807,4.93449,Entire home/apt,4,2,3,14,482.0,8,30,True,0,0,4.6899999999999995,True,120.5,3856.0,0.07,0.16,0.22,10.99,0.0,2368.904109589041
105,1928474,0.44,False,Noord-West,52.4069,4.90168,Entire home/apt,6,3,6,5,130.0,4,21,True,0,0,4.75,False,21.67,520.0,0.07,0.19,0.18,4.99,0.31232876712328766,822.3835616438356
106,1954182,0.2,False,De Baarsjes - Oud-West,52.36984,4.87213,Entire home/apt,2,1,1,5,150.0,14,365,True,0,0,4.9,False,75.0,2100.0,0.09,0.14,0.23,4.99,0.0,750.0
107,1954308,0.0,False,De Baarsjes - Oud-West,52.37484,4.86096,Entire home/apt,3,2,2,7,130.0,4,1125,True,0,0,4.71,False,43.33,520.0,0.06,0.11,0.13,4.99,0.0,650.0
108,2023961,0.0,False,Centrum-West,52.38232,4.88604,Entire home/apt,2,1,1,8,114.0,4,30,True,0,0,4.86,False,57.0,456.0,0.06,0.08,0.2,4.99,0.0,571.2328767123288
109,2074047,1.0,False,Westerpark,52.37292,4.87225,Entire home/apt,4,2,1,12,185.0,6,30,True,0,0,4.95,False,46.25,1110.0,0.07,0.12,0.21,4.99,0.2821917808219178,918.8356164383562
110,2080040,0.5399999999999999,True,Zuid,52.35327,4.84733,Entire home/apt,3,2,2,12,134.0,7,1125,True,9,1,4.51,False,44.67,938.0,0.07,0.07,0.18,4.99,0.4904109589041096,825.5890410958904
111,2080427,1.0,False,Oud-Oost,52.3522,4.91484,Entire home/apt,2,1,1,6,102.0,6,15,True,0,0,4.47,False,51.0,612.0,0.07,0.15,0.15,4.99,0.0,510.0
112,2235708,0.6799999999999999,False,De Pijp - Rivierenbuurt,52.35442,4.89877,Entire home/apt,2,1,1,4,139.0,6,1124,True,0,0,4.81,False,69.5,834.0,0.07,0.12,0.21,4.99,0.024657534246575342,886.7808219178082
113,2474754,0.0,False,Centrum-West,52.37914,4.88491,Entire home/apt,2,1,1,10,255.0,5,1125,True,16,1,4.6,False,127.5,1275.0,0.1,0.25,0.22,4.99,0.9506849315068493,1275.0
114,2476314,0.0,False,Oud-Oost,52.35363,4.91644,Entire home/apt,5,3,2,10,170.0,12,1125,True,0,0,5.0,False,34.0,2040.0,0.07,0.26,0.19,4.99,0.0,850.0
115,2638773,1.0,False,Watergraafsmeer,52.35216,4.92835,Entire home/apt,4,2,3,11,300.0,5,15,True,0,0,4.88,True,75.0,1500.0,0.08,0.26,0.36,4.99,0.4520547945205479,1544.4109589041095
116,2648251,0.9099999999999999,True,Bos en Lommer,52.37673,4.84669,Entire home/apt,4,2,2,1,130.0,4,1125,True,1,2,4.72,False,32.5,520.0,0.06,0.11,0.21,4.99,0.0821917808219178,654.3150684931506
117,2667413,0.58,False,Noord-Oost,52.38517,4.9561,Entire home/apt,6,3,8,13,239.0,4,14,True,0,0,4.79,True,39.83,956.0,0.09,0.22,0.26,4.99,0.4438356164383562,1198.2876712328766
118,2708863,0.5,False,De Baarsjes - Oud-West,52.36409,4.84923,Entire home/apt,4,2,3,9,295.0,5,365,True,1,2,4.84,False,73.75,1475.0,0.13,0.15,0.23,4.99,0.29863013698630136,1412.3972602739725
119,2788545,0.36,False,Oostelijk Havengebied - Indische Buurt,52.36402,4.93394,Entire home/apt,4,2,2,3,185.0,5,20,True,0,0,4.9,False,46.25,925.0,0.09,0.17,0.18,4.99,0.0,925.0
120,2829553,0.64,False,De Pijp - Rivierenbuurt,52.34926,4.88719,Entire home/apt,2,1,1,5,200.0,100,100,True,30,0,4.93,False,100.0,20000.0,0.07,0.22,0.32,4.99,0.4931506849315068,1000.0
121,2921938,0.38,False,De Baarsjes - Oud-West,52.36492,4.85908,Entire home/apt,3,2,4,5,170.0,4,1125,True,3,0,4.91,False,56.67,680.0,0.09,0.14,0.14,4.99,0.10410958904109589,992.8767123287671
122,2965812,0.5,False,IJburg - Zeeburgereiland,52.36091,4.97497,Entire home/apt,4,2,2,4,160.0,5,5,True,4,1,4.95,False,40.0,800.0,0.08,0.2,0.15,4.99,0.4849315068493151,800.0
123,3036290,0.33,False,Westerpark,52.3852,4.87848,Private room,1,1,1,3,60.0,20,1125,True,11,0,4.22,False,60.0,1200.0,0.03,0.08,0.17,2.99,0.7917808219178082,300.0
124,3163509,0.32000000000000006,False,Centrum-Oost,52.36029,4.90464,Entire home/apt,2,1,3,1,175.0,3,20,True,0,1,4.95,False,87.5,525.0,0.09,0.11,0.14,4.99,0.0,875.0
125,3172327,0.2,False,Oud-Oost,52.35746,4.92205,Entire home/apt,4,2,4,7,140.0,5,28,True,0,0,4.95,False,35.0,700.0,0.07,0.2,0.16,4.99,0.3835616438356164,700.0
126,3174322,0.43999999999999995,False,Centrum-West,52.37867,4.88561,Entire home/apt,4,2,2,16,450.0,5,21,True,0,1,4.62,False,112.5,2250.0,0.12,0.26,0.26,10.99,0.019178082191780823,2250.0
127,3194778,1.0,True,Westerpark,52.37351,4.87087,Entire home/apt,4,2,5,11,250.0,4,180,True,0,0,4.8,False,62.5,1000.0,0.1,0.25,0.23,4.99,0.0,1250.958904109589
128,3254077,0.0,False,De Baarsjes - Oud-West,52.36758,4.85489,Entire home/apt,2,1,1,5,100.0,30,30,True,0,0,4.92,False,50.0,3000.0,0.07,0.14,0.17,4.99,0.0,500.0
129,3261562,0.07,False,Oostelijk Havengebied - Indische Buurt,52.36306,4.93611,Entire home/apt,2,1,1,5,99.0,4,1125,True,3,0,4.95,False,49.5,396.0,0.04,0.09,0.16,4.99,0.31232876712328766,499.1095890410959
130,3282245,0.64,False,Oud-Noord,52.3867,4.91677,Entire home/apt,2,1,1,3,99.0,7,1125,True,0,1,4.86,True,49.5,693.0,0.04,0.13,0.14,4.99,0.0,495.0
131,3285500,1.0,False,Oud-Oost,52.35884,4.93462,Entire home/apt,4,2,2,2,225.0,5,30,True,0,0,4.73,True,56.25,1125.0,0.07,0.19,0.25,4.99,0.03561643835616438,1125.0
132,3322840,0.0,False,Zuid,52.35685,4.87343,Entire home/apt,4,2,5,19,399.0,4,4,True,0,1,4.72,False,99.75,1596.0,0.11,0.06,0.3,4.99,0.0027397260273972603,1995.0
133,3332424,0.02,False,Centrum-West,52.36815,4.88225,Entire home/apt,6,3,6,30,795.0,5,14,True,0,0,4.78,False,132.5,3975.0,0.13,0.17,0.22,10.99,0.0,3975.0
134,3413219,0.0,False,Watergraafsmeer,52.35629,4.94228,Entire home/apt,4,2,2,5,150.0,5,1125,True,0,0,5.0,False,37.5,750.0,0.08,0.11,0.24,4.99,0.0,750.0
135,3430456,0.5,False,De Baarsjes - Oud-West,52.36099,4.85987,Entire home/apt,2,1,1,5,90.0,6,1125,True,0,0,4.57,False,45.0,540.0,0.05,0.13,0.15,4.99,0.0,480.2054794520548
136,3492282,0.2,False,De Baarsjes - Oud-West,52.36682,4.87356,Entire home/apt,2,1,1,9,80.0,5,1125,True,1,1,4.78,False,40.0,400.0,0.04,0.12,0.15,4.99,0.049315068493150684,400.0
137,3504128,0.1,False,Oud-Oost,52.35677,4.91537,Entire home/apt,2,1,1,12,250.0,4,1125,True,7,0,4.75,False,125.0,1000.0,0.08,0.06,0.28,4.99,0.2054794520547945,1250.0
138,3505002,0.49000000000000005,False,Zuid,52.35082,4.87572,Entire home/apt,4,2,4,8,200.0,5,30,True,0,0,4.83,False,50.0,1000.0,0.09,0.13,0.2,4.99,0.0,1000.0
139,3508800,0.8300000000000001,False,Watergraafsmeer,52.3331,4.903,Private room,2,1,1,4,65.0,5,180,True,0,0,4.3100000000000005,False,32.5,325.0,0.06,0.12,0.16,2.99,0.5342465753424658,278.3972602739726
140,3590060,0.5900000000000001,False,Centrum-Oost,52.36908,4.90657,Entire home/apt,4,2,4,11,250.0,5,31,True,0,1,4.89,False,62.5,1250.0,0.09,0.1,0.31,4.99,0.0027397260273972603,1250.0
141,3604547,0.78,False,Westerpark,52.37479,4.87261,Entire home/apt,2,1,1,18,245.0,5,1125,True,0,2,4.93,False,122.5,1225.0,0.07,0.15,0.25,4.99,0.4273972602739726,1225.0
142,3708105,0.25,False,De Baarsjes - Oud-West,52.37075,4.87471,Entire home/apt,4,2,4,4,138.0,5,1125,True,0,0,4.67,False,34.5,690.0,0.07,0.14,0.17,4.99,0.4246575342465753,713.5342465753424
143,3758059,0.69,False,De Pijp - Rivierenbuurt,52.34751,4.89073,Entire home/apt,4,2,4,5,115.0,7,365,True,0,0,4.57,False,28.75,805.0,0.07,0.09,0.19,4.99,0.0,575.0
144,3804795,0.33,False,De Baarsjes - Oud-West,52.36202,4.86377,Entire home/apt,2,1,1,10,279.0,5,60,True,0,1,5.0,False,139.5,1395.0,0.1,0.15,0.3,4.99,0.3917808219178082,1398.7260273972602
145,3829648,0.79,False,Centrum-West,52.37385,4.88359,Entire home/apt,4,2,5,20,489.0,7,150,True,4,0,4.58,True,122.25,3423.0,0.11,0.18,0.3,10.99,0.4,3296.698630136986
146,3840321,1.0,True,Oud-Oost,52.35772,4.90668,Private room,2,1,1,5,75.0,4,14,True,4,2,4.9,False,37.5,300.0,0.05,0.11,0.16,4.99,0.052054794520547946,377.32876712328766
147,3841266,0.5,False,De Baarsjes - Oud-West,52.36112,4.86083,Entire home/apt,2,1,1,12,300.0,18,1125,True,5,0,4.97,False,150.0,5400.0,0.05,0.12,0.13,4.99,0.09041095890410959,1500.0
148,3911407,0.5599999999999999,True,Centrum-West,52.37943,4.89126,Entire home/apt,4,2,2,6,192.0,7,1125,True,13,1,4.93,False,48.0,1344.0,0.07,0.17,0.21,4.99,0.5232876712328767,825.6986301369863
149,3982031,1.0,True,Centrum-Oost,52.36239,4.89859,Entire home/apt,2,1,1,7,137.0,5,1125,True,4,4,4.93,False,68.5,685.0,0.06,0.17,0.13,4.99,0.2273972602739726,685.7534246575342
150,4011762,0.33,True,Centrum-West,52.38364,4.88563,Entire home/apt,6,3,3,9,225.0,7,180,True,6,2,4.67,False,37.5,1575.0,0.09,0.22,0.18,4.99,0.6301369863013698,892.8082191780821
151,4029316,0.36,False,Zuid,52.35098,4.8861,Entire home/apt,2,1,1,7,153.0,7,90,True,0,0,4.81,False,76.5,1071.0,0.07,0.19,0.22,4.99,0.0,764.2465753424658
152,4057394,0.0,False,Centrum-Oost,52.36706,4.92487,Entire home/apt,4,2,2,10,157.0,10,30,True,0,0,4.83,False,39.25,1570.0,0.06,0.18,0.22,4.99,0.0958904109589041,785.6164383561644
153,4062563,0.0,False,Zuid,52.35497,4.85051,Entire home/apt,3,2,1,6,199.0,4,14,True,5,0,4.94,False,66.33,796.0,0.07,0.16,0.21,4.99,0.18904109589041096,995.0
154,4147668,0.75,True,Oud-Oost,52.36204,4.92375,Private room,2,1,1,7,75.0,14,1125,True,3,1,4.82,False,37.5,1050.0,0.04,0.1,0.15,4.99,0.2547945205479452,364.35616438356163
155,4187658,0.36,False,Centrum-West,52.36957,4.88305,Entire home/apt,4,2,3,11,289.0,4,30,True,2,1,4.8,False,72.25,1156.0,0.08,0.21,0.2,4.99,0.005479452054794521,1446.2328767123288
156,4374040,0.45999999999999996,False,Zuid,52.35471,4.85546,Entire home/apt,3,2,1,5,108.0,4,31,True,0,0,4.86,False,36.0,432.0,0.08,0.1,0.15,4.99,0.0,539.3013698630137
157,4386276,0.14,False,Oud-Oost,52.35296,4.91147,Entire home/apt,2,1,1,5,135.0,7,30,True,4,0,4.94,False,67.5,945.0,0.06,0.15,0.18,4.99,0.01643835616438356,676.0958904109589
158,4455237,0.36,False,De Baarsjes - Oud-West,52.36988,4.86253,Entire home/apt,5,3,3,10,145.0,5,14,True,0,0,4.14,False,29.0,725.0,0.07,0.13,0.14,4.99,0.038356164383561646,669.3150684931506
159,4487975,0.0,False,Oud-Oost,52.35858,4.92583,Entire home/apt,2,1,1,5,105.0,5,1125,True,0,0,4.88,False,52.5,525.0,0.05,0.12,0.17,4.99,0.4246575342465753,525.0
160,4523624,0.55,False,Zuid,52.35589,4.87728,Entire home/apt,4,2,3,10,300.0,4,7,True,1,1,4.78,False,75.0,1200.0,0.1,0.22,0.21,4.99,0.4438356164383562,1500.0
161,4743452,0.58,False,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,4,2,3,13,310.0,8,1125,True,0,0,4.92,False,77.5,2480.0,0.05,0.24,0.23,4.99,0.07945205479452055,1696.7260273972602
162,4761760,0.8,False,Oostelijk Havengebied - Indische Buurt,52.37065,4.94039,Entire home/apt,4,2,4,5,175.0,4,1125,True,0,0,4.88,False,43.75,700.0,0.08,0.16,0.18,4.99,0.0027397260273972603,875.0
163,4815695,0.53,False,De Pijp - Rivierenbuurt,52.3535,4.88715,Entire home/apt,4,2,4,8,200.0,10,1125,True,7,1,4.73,True,50.0,2000.0,0.06,0.24,0.23,4.99,0.7589041095890411,912.8082191780821
164,4860508,0.0,False,Centrum-West,52.38116,4.88845,Entire home/apt,2,1,2,3,250.0,5,10,True,0,0,4.82,False,125.0,1250.0,0.08,0.18,0.16,4.99,0.0,1250.0
165,4892972,0.56,False,Zuid,52.35568,4.88501,Private room,2,1,1,1,131.0,4,1125,True,0,2,4.76,False,65.5,524.0,0.07,0.18,0.17,4.99,0.0027397260273972603,772.7397260273973
166,4934646,1.0,False,Oud-Oost,52.36196,4.91747,Private room,2,1,2,6,115.0,7,30,True,7,3,4.79,True,57.5,805.0,0.05,0.14,0.2,4.99,0.12602739726027398,571.5205479452055
167,5072326,0.0,False,Oud-Oost,52.35997,4.91293,Entire home/apt,4,2,2,6,167.0,4,30,True,0,0,4.88,False,41.75,668.0,0.06,0.18,0.16,4.99,0.0,835.4794520547945
168,5132885,0.78,False,Centrum-Oost,52.36181,4.89755,Private room,4,1,3,11,372.0,1,1125,True,0,0,4.94,True,93.0,372.0,0.09,0.06,0.32,4.99,0.31232876712328766,1711.1780821917807
169,5133110,0.92,False,Centrum-West,52.3687,4.88595,Private room,4,1,2,18,343.0,1,1125,True,3,0,4.42,True,85.75,343.0,0.11,0.22,0.27,4.99,0.39452054794520547,1541.041095890411
170,5202774,0.8,False,Centrum-West,52.37104,4.89473,Entire home/apt,2,1,1,4,130.0,14,365,True,12,1,4.92,True,65.0,1820.0,0.07,0.16,0.18,4.99,0.09041095890410959,631.7123287671233
171,5349374,0.5700000000000001,False,Westerpark,52.3743,4.87542,Entire home/apt,2,1,1,1,95.0,4,7,True,0,0,4.84,False,47.5,380.0,0.08,0.11,0.15,4.99,0.0,475.0
172,5401988,0.15,False,Oud-Oost,52.35471,4.91468,Entire home/apt,2,1,1,9,151.0,25,1125,True,2,0,4.65,False,75.5,3775.0,0.08,0.19,0.32,4.99,0.7698630136986301,756.986301369863
